label,ux0sommet0,uy0sommet0,ux0sommet1,uy0sommet1,ux0sommet2,uy0sommet2,ux0sommet3,uy0sommet3,ux5sommet0,uy5sommet0,ux5sommet1,uy5sommet1,ux5sommet2,uy5sommet2,ux5sommet3,uy5sommet3,ux9sommet0,uy9sommet0,ux9sommet1,uy9sommet1,ux9sommet2,uy9sommet2,ux9sommet3,uy9sommet3,ux13sommet0,uy13sommet0,ux13sommet1,uy13sommet1,ux13sommet2,uy13sommet2,ux13sommet3,uy13sommet3,ux17sommet0,uy17sommet0,ux17sommet1,uy17sommet1,ux17sommet2,uy17sommet2,ux17sommet3
4,-159.4485592842102,-37.18100434541702,-233.4485592842102,-37.18100434541702,-233.4485592842102,-111.18100434541702,-159.4485592842102,-111.18100434541702,-159.9657746180892,-37.44521087408066,-233.9657746180892,-37.44521087408066,-233.9657746180892,-111.44521087408066,-159.9657746180892,-111.44521087408066,-159.46381306648254,-37.31752020120621,-233.46381306648254,-37.31752020120621,-233.46381306648254,-111.31752020120621,-159.46381306648254,-111.31752020120621,-159.32834696769714,-37.940657928586006,-233.32834696769714,-37.940657928586006,-233.32834696769714,-111.940657928586,-159.32834696769714,-111.940657928586,-160.00658353744075,-37.457865953445435,-234.00658353744075,-37.457865953445435,-234.00658353744075,-111.45786595344543,-160.00658353744075,-111.45786595344543
4,-167.4606298804283,-44.043519258499146,-263.4606298804283,-44.043519258499146,-263.4606298804283,-140.04351925849915,-167.4606298804283,-140.04351925849915,-167.9941624258645,-44.409860134124756,-263.9941624258645,-44.409860134124756,-263.9941624258645,-140.40986013412476,-167.9941624258645,-140.40986013412476,-167.41786235570908,-44.27667850255966,-263.4178623557091,-44.27667850255966,-263.4178623557091,-140.27667850255966,-167.41786235570908,-140.27667850255966,-167.34519755840302,-44.98657774273306,-263.345197558403,-44.98657774273306,-263.345197558403,-140.98657774273306,-167.34519755840302,-140.98657774273306,-168.02245322056115,-44.488364815711975,-264.02245322056115,-44.488364815711975,-264.02245322056115,-140.48836481571198,-168.02245322056115,-140.48836481571198
4,-172.49931931495667,-47.06131374835968,-261.49931931495667,-47.06131374835968,-261.49931931495667,-136.06131374835968,-172.49931931495667,-136.06131374835968,-172.9874665774405,-47.46269965171814,-261.9874665774405,-47.46269965171814,-261.9874665774405,-136.46269965171814,-172.9874665774405,-136.46269965171814,-172.4851469397545,-47.2143195271492,-261.4851469397545,-47.2143195271492,-261.4851469397545,-136.2143195271492,-172.4851469397545,-136.2143195271492,-172.21474254131317,-47.96127338334918,-261.21474254131317,-47.96127338334918,-261.21474254131317,-136.96127338334918,-172.21474254131317,-136.96127338334918,-173.04614116623998,-47.519399374723434,-262.04614116624,-47.519399374723434,-262.04614116624,-136.51939937472343,-173.04614116623998,-136.51939937472343
4,-167.46685314178467,-46.055005609989166,-259.46685314178467,-46.055005609989166,-259.46685314178467,-138.05500560998917,-167.46685314178467,-138.05500560998917,-168.0022217419464,-46.40550172328949,-260.0022217419464,-46.40550172328949,-260.0022217419464,-138.4055017232895,-168.0022217419464,-138.4055017232895,-167.40875262022018,-46.267193496227264,-259.4087526202202,-46.267193496227264,-259.4087526202202,-138.26719349622726,-167.40875262022018,-138.26719349622726,-167.33360105752945,-47.00076093460666,-259.33360105752945,-47.00076093460666,-259.33360105752945,-139.00076093460666,-167.33360105752945,-139.00076093460666,-168.04341753944755,-46.482780039310455,-260.04341753944755,-46.482780039310455,-260.04341753944755,-138.48278003931046,-168.04341753944755,-138.48278003931046
4,-174.50635412335396,-44.080928444862366,-263.50635412335396,-44.080928444862366,-263.50635412335396,-133.08092844486237,-174.50635412335396,-133.08092844486237,-175.01007049530745,-44.45115578174591,-264.01007049530745,-44.45115578174591,-264.01007049530745,-133.4511557817459,-175.01007049530745,-133.4511557817459,-174.44265949726105,-44.28111946582794,-263.44265949726105,-44.28111946582794,-263.44265949726105,-133.28111946582794,-174.44265949726105,-133.28111946582794,-174.34083026647568,-45.06930810958147,-263.3408302664757,-45.06930810958147,-263.3408302664757,-134.06930810958147,-174.34083026647568,-134.06930810958147,-175.0854029878974,-44.526252031326294,-264.0854029878974,-44.526252031326294,-264.0854029878974,-133.5262520313263,-175.0854029878974,-133.5262520313263
4,-177.47115886211395,-38.09649592638016,-269.47115886211395,-38.09649592638016,-269.47115886211395,-130.09649592638016,-177.47115886211395,-130.09649592638016,-177.98670374136418,-38.41764676570892,-269.9867037413642,-38.41764676570892,-269.9867037413642,-130.41764676570892,-177.98670374136418,-130.41764676570892,-177.41722565889359,-38.29376542568207,-269.4172256588936,-38.29376542568207,-269.4172256588936,-130.29376542568207,-177.41722565889359,-130.29376542568207,-177.3488593697548,-39.012378248386085,-269.3488593697548,-39.012378248386085,-269.3488593697548,-131.01237824838609,-177.3488593697548,-131.01237824838609,-178.0265392176807,-38.50328877568245,-270.0265392176807,-38.50328877568245,-270.0265392176807,-130.50328877568245,-178.0265392176807,-130.50328877568245
4,-175.47043001651764,-41.08070135116577,-264.47043001651764,-41.08070135116577,-264.47043001651764,-130.08070135116577,-175.47043001651764,-130.08070135116577,-175.989178548567,-41.413677394390106,-264.989178548567,-41.413677394390106,-264.989178548567,-130.4136773943901,-175.989178548567,-130.4136773943901,-175.40903973579407,-41.27082860469818,-264.40903973579407,-41.27082860469818,-264.40903973579407,-130.27082860469818,-175.40903973579407,-130.27082860469818,-175.32592278718948,-42.01602360419929,-264.3259227871895,-42.01602360419929,-264.3259227871895,-131.0160236041993,-175.32592278718948,-131.0160236041993,-176.02260758168995,-41.49893295764923,-265.02260758168995,-41.49893295764923,-265.02260758168995,-130.49893295764923,-176.02260758168995,-130.49893295764923
5,-127.8884634822607,-150.36018633842468,-277.8884634822607,-150.36018633842468,-277.8884634822607,-300.3601863384247,-127.8884634822607,-300.3601863384247,-127.89686804264784,-150.91077661514282,-277.89686804264784,-150.91077661514282,-277.89686804264784,-300.9107766151428,-127.89686804264784,-300.9107766151428,-127.8849169909954,-150.47398495674133,-277.8849169909954,-150.47398495674133,-277.8849169909954,-300.47398495674133,-127.8849169909954,-300.47398495674133,-127.48234033584595,-150.8240039050579,-277.48234033584595,-150.8240039050579,-277.48234033584595,-300.8240039050579,-127.48234033584595,-300.8240039050579,-127.98308816552162,-150.8341639339924,-277.9830881655216,-150.8341639339924,-277.9830881655216,-300.8341639339924,-127.98308816552162,-300.8341639339924
5,-125.891537822783,-168.26313519477844,-281.891537822783,-168.26313519477844,-281.891537822783,-324.26313519477844,-125.891537822783,-324.26313519477844,-125.89794094115496,-168.95305552333593,-281.89794094115496,-168.95305552333593,-281.89794094115496,-324.95305552333593,-125.89794094115496,-324.95305552333593,-125.92927027493715,-168.4201768040657,-281.92927027493715,-168.4201768040657,-281.92927027493715,-324.4201768040657,-125.92927027493715,-324.4201768040657,-125.4465559720993,-168.78266622126102,-281.4465559720993,-168.78266622126102,-281.4465559720993,-324.782666221261,-125.4465559720993,-324.782666221261,-125.94844890013337,-168.8564493060112,-281.94844890013337,-168.8564493060112,-281.94844890013337,-324.8564493060112,-125.94844890013337,-324.8564493060112
5,-117.8147200345993,-151.34778398275375,-268.8147200345993,-151.34778398275375,-268.8147200345993,-302.34778398275375,-117.8147200345993,-302.34778398275375,-117.89895348250866,-151.89156225323677,-268.89895348250866,-151.89156225323677,-268.89895348250866,-302.89156225323677,-117.89895348250866,-302.89156225323677,-117.89098854362965,-151.4762340784073,-268.89098854362965,-151.4762340784073,-268.89098854362965,-302.4762340784073,-117.89098854362965,-302.4762340784073,-117.50530582666397,-151.83104740083218,-268.50530582666397,-151.83104740083218,-268.50530582666397,-302.8310474008322,-117.50530582666397,-302.8310474008322,-117.94748640805483,-151.76661103963852,-268.94748640805483,-151.76661103963852,-268.94748640805483,-302.7666110396385,-117.94748640805483,-302.7666110396385
5,-132.9474274776876,-151.2675859928131,-297.9474274776876,-151.2675859928131,-297.9474274776876,-316.2675859928131,-132.9474274776876,-316.2675859928131,-132.835432395339,-151.90649139881134,-297.835432395339,-151.90649139881134,-297.835432395339,-316.90649139881134,-132.835432395339,-316.90649139881134,-132.88044118881226,-151.40496283769608,-297.88044118881226,-151.40496283769608,-297.88044118881226,-316.4049628376961,-132.88044118881226,-316.4049628376961,-132.42818754911423,-151.7504176646471,-297.4281875491142,-151.7504176646471,-297.4281875491142,-316.7504176646471,-132.42818754911423,-316.7504176646471,-132.82906295359135,-151.9202582538128,-297.82906295359135,-151.9202582538128,-297.82906295359135,-316.9202582538128,-132.82906295359135,-316.9202582538128
5,-128.82138387858868,-196.22576713562012,-266.8213838785887,-196.22576713562012,-266.8213838785887,-334.2257671356201,-128.82138387858868,-334.2257671356201,-128.98672726098448,-196.91806983947754,-266.9867272609845,-196.91806983947754,-266.9867272609845,-334.91806983947754,-128.98672726098448,-334.91806983947754,-128.8986488431692,-196.37780678272247,-266.8986488431692,-196.37780678272247,-266.8986488431692,-334.3778067827225,-128.8986488431692,-334.3778067827225,-128.40021634101868,-196.9638567864895,-266.4002163410187,-196.9638567864895,-266.4002163410187,-334.9638567864895,-128.40021634101868,-334.9638567864895,-129.07398914545774,-196.81367161870003,-267.07398914545774,-196.81367161870003,-267.07398914545774,-334.8136716187,-129.07398914545774,-334.8136716187
5,-121.79828974604607,-187.20309352874756,-278.79828974604607,-187.20309352874756,-278.79828974604607,-344.20309352874756,-121.79828974604607,-344.20309352874756,-121.9555902890861,-187.93645614385605,-278.9555902890861,-187.93645614385605,-278.9555902890861,-344.93645614385605,-121.9555902890861,-344.93645614385605,-121.95208936929703,-187.33549797534943,-278.952089369297,-187.33549797534943,-278.952089369297,-344.3354979753494,-121.95208936929703,-344.3354979753494,-121.37748140096664,-187.94954441860318,-278.37748140096664,-187.94954441860318,-278.37748140096664,-344.9495444186032,-121.37748140096664,-344.9495444186032,-121.9807706400752,-187.8230984210968,-278.9807706400752,-187.8230984210968,-278.9807706400752,-344.8230984210968,-121.9807706400752,-344.8230984210968
5,-135.8111300766468,-187.18219316005707,-286.8111300766468,-187.18219316005707,-286.8111300766468,-338.18219316005707,-135.8111300766468,-338.18219316005707,-135.90426129847765,-187.87392473220825,-286.90426129847765,-187.87392473220825,-286.90426129847765,-338.87392473220825,-135.90426129847765,-338.87392473220825,-135.85839641094208,-187.29474985599518,-286.8583964109421,-187.29474985599518,-286.8583964109421,-338.2947498559952,-135.85839641094208,-338.2947498559952,-135.31522071361542,-187.88053199648857,-286.3152207136154,-187.88053199648857,-286.3152207136154,-338.88053199648857,-135.31522071361542,-338.88053199648857,-135.9881158983335,-187.90993086993694,-286.9881158983335,-187.90993086993694,-286.9881158983335,-338.90993086993694,-135.9881158983335,-338.90993086993694
5,-164.42214840650558,-29.033093571662903,-255.42214840650558,-29.033093571662903,-255.42214840650558,-120.0330935716629,-164.42214840650558,-120.0330935716629,-165.00152431975584,-29.391659438610077,-256.00152431975584,-29.391659438610077,-256.00152431975584,-120.39165943861008,-165.00152431975584,-120.39165943861008,-164.38948911428452,-29.23768424987793,-255.38948911428452,-29.23768424987793,-255.38948911428452,-120.23768424987793,-164.38948911428452,-120.23768424987793,-164.28568440675735,-29.99796285177581,-255.28568440675735,-29.99796285177581,-255.28568440675735,-120.99796285177581,-164.28568440675735,-120.99796285177581,-165.01950605027378,-29.478354156017303,-256.0195060502738,-29.478354156017303,-256.0195060502738,-120.4783541560173,-165.01950605027378,-120.4783541560173
5,-165.4611256122589,-28.031848967075348,-253.4611256122589,-28.031848967075348,-253.4611256122589,-116.03184896707535,-165.4611256122589,-116.03184896707535,-165.97163536772132,-28.44809865951538,-253.97163536772132,-28.44809865951538,-253.97163536772132,-116.44809865951538,-165.97163536772132,-116.44809865951538,-165.46782684326172,-28.186071515083313,-253.46782684326172,-28.186071515083313,-253.46782684326172,-116.18607151508331,-165.46782684326172,-116.18607151508331,-165.18924057483673,-28.928769811987877,-253.18924057483673,-28.928769811987877,-253.18924057483673,-116.92876981198788,-165.18924057483673,-116.92876981198788,-166.02595444582403,-28.502153754234314,-254.02595444582403,-28.502153754234314,-254.02595444582403,-116.50215375423431,-166.02595444582403,-116.50215375423431
5,-168.44148629903793,-30.011579513549805,-256.44148629903793,-30.011579513549805,-256.44148629903793,-118.0115795135498,-168.44148629903793,-118.0115795135498,-168.96072412654757,-30.501642256975174,-256.9607241265476,-30.501642256975174,-256.9607241265476,-118.50164225697517,-168.96072412654757,-118.50164225697517,-168.51940822601318,-30.080678641796112,-256.5194082260132,-30.080678641796112,-256.5194082260132,-118.08067864179611,-168.51940822601318,-118.08067864179611,-168.0969465970993,-30.943132501095533,-256.0969465970993,-30.943132501095533,-256.0969465970993,-118.94313250109553,-168.0969465970993,-118.94313250109553,-168.99069654382765,-30.53066498041153,-256.99069654382765,-30.53066498041153,-256.99069654382765,-118.53066498041153,-168.99069654382765,-118.53066498041153
5,-167.46597653627396,-29.99156618118286,-255.46597653627396,-29.99156618118286,-255.46597653627396,-117.99156618118286,-167.46597653627396,-117.99156618118286,-167.99295031186193,-30.431655406951904,-255.99295031186193,-30.431655406951904,-255.99295031186193,-118.4316554069519,-167.99295031186193,-118.4316554069519,-167.42579418420792,-30.215942859649658,-255.42579418420792,-30.215942859649658,-255.42579418420792,-118.21594285964966,-167.42579418420792,-118.21594285964966,-167.25348263978958,-31.002127123763785,-255.25348263978958,-31.002127123763785,-255.25348263978958,-119.00212712376378,-167.25348263978958,-119.00212712376378,-168.03817803412676,-30.5050245821476,-256.03817803412676,-30.5050245821476,-256.03817803412676,-118.5050245821476,-168.03817803412676,-118.5050245821476
5,-169.45555609464645,-30.007027745246887,-258.45555609464645,-30.007027745246887,-258.45555609464645,-119.00702774524689,-169.45555609464645,-119.00702774524689,-169.99527055909857,-30.455912053585052,-258.99527055909857,-30.455912053585052,-258.99527055909857,-119.45591205358505,-169.99527055909857,-119.45591205358505,-169.47936576604843,-30.16189157962799,-258.47936576604843,-30.16189157962799,-258.47936576604843,-119.16189157962799,-169.47936576604843,-119.16189157962799,-169.17177027463913,-31.017028458416462,-258.17177027463913,-31.017028458416462,-258.17177027463913,-120.01702845841646,-169.17177027463913,-120.01702845841646,-170.0603931248188,-30.495714902877808,-259.0603931248188,-30.495714902877808,-259.0603931248188,-119.49571490287781,-170.0603931248188,-119.49571490287781
5,-171.45173925161362,-31.01194542646408,-257.4517392516136,-31.01194542646408,-257.4517392516136,-117.01194542646408,-171.45173925161362,-117.01194542646408,-172.00236305431463,-31.410965144634247,-258.0023630543146,-31.410965144634247,-258.0023630543146,-117.41096514463425,-172.00236305431463,-117.41096514463425,-171.42822301387787,-31.199679613113403,-257.42822301387787,-31.199679613113403,-257.42822301387787,-117.1996796131134,-171.42822301387787,-117.1996796131134,-171.21609830856323,-32.02022201195359,-257.21609830856323,-32.02022201195359,-257.21609830856323,-118.02022201195359,-171.21609830856323,-118.02022201195359,-172.07366132736206,-31.463151693344116,-258.07366132736206,-31.463151693344116,-258.07366132736206,-117.46315169334412,-172.07366132736206,-117.46315169334412
5,-171.4529277086258,-28.000298380851746,-259.4529277086258,-28.000298380851746,-259.4529277086258,-116.00029838085175,-171.4529277086258,-116.00029838085175,-172.00470237154514,-28.423631966114044,-260.00470237154514,-28.423631966114044,-260.00470237154514,-116.42363196611404,-172.00470237154514,-116.42363196611404,-171.41964781284332,-28.217453360557556,-259.4196478128433,-28.217453360557556,-259.4196478128433,-116.21745336055756,-171.41964781284332,-116.21745336055756,-171.2604939341545,-29.040668953210115,-259.2604939341545,-29.040668953210115,-259.2604939341545,-117.04066895321012,-171.2604939341545,-117.04066895321012,-172.06905728578568,-28.498389542102814,-260.0690572857857,-28.498389542102814,-260.0690572857857,-116.49838954210281,-172.06905728578568,-116.49838954210281
5,-170.4685777425766,-29.00323861837387,-260.4685777425766,-29.00323861837387,-260.4685777425766,-119.00323861837387,-170.4685777425766,-119.00323861837387,-170.9861669037491,-29.467790126800537,-260.9861669037491,-29.467790126800537,-260.9861669037491,-119.46779012680054,-170.9861669037491,-119.46779012680054,-170.49148190021515,-29.175346851348877,-260.49148190021515,-29.175346851348877,-260.49148190021515,-119.17534685134888,-170.49148190021515,-119.17534685134888,-170.1864515542984,-29.994993991218507,-260.1864515542984,-29.994993991218507,-260.1864515542984,-119.99499399121851,-170.1864515542984,-119.99499399121851,-171.05262365192175,-29.494973123073578,-261.05262365192175,-29.494973123073578,-261.05262365192175,-119.49497312307358,-171.05262365192175,-119.49497312307358
5,-149.39524149894714,-44.9876606464386,-243.39524149894714,-44.9876606464386,-243.39524149894714,-138.9876606464386,-149.39524149894714,-138.9876606464386,-149.99649498634972,-45.386075496673584,-243.99649498634972,-45.386075496673584,-243.99649498634972,-139.38607549667358,-149.99649498634972,-139.38607549667358,-149.4048614501953,-45.14167481660843,-243.4048614501953,-45.14167481660843,-243.4048614501953,-139.14167481660843,-149.4048614501953,-139.14167481660843,-149.1663812994957,-46.00670250551775,-243.1663812994957,-46.00670250551775,-243.1663812994957,-140.00670250551775,-149.1663812994957,-140.00670250551775,-150.05817563086748,-45.427398800849915,-244.05817563086748,-45.427398800849915,-244.05817563086748,-139.42739880084991,-150.05817563086748,-139.42739880084991
5,-144.38133871555328,-47.00911855697632,-243.38133871555328,-47.00911855697632,-243.38133871555328,-146.00911855697632,-144.38133871555328,-146.00911855697632,-144.9827120527625,-47.36873960494995,-243.9827120527625,-47.36873960494995,-243.9827120527625,-146.36873960494995,-144.9827120527625,-146.36873960494995,-144.366561293602,-47.22503471374512,-243.366561293602,-47.22503471374512,-243.366561293602,-146.22503471374512,-144.366561293602,-146.22503471374512,-144.2535167336464,-47.9868416627869,-243.2535167336464,-47.9868416627869,-243.2535167336464,-146.9868416627869,-144.2535167336464,-146.9868416627869,-145.0525079369545,-47.43811786174774,-244.0525079369545,-47.43811786174774,-244.0525079369545,-146.43811786174774,-145.0525079369545,-146.43811786174774
5,-149.3923225402832,-44.94845199584961,-242.3923225402832,-44.94845199584961,-242.3923225402832,-137.9484519958496,-149.3923225402832,-137.9484519958496,-150.01213628426194,-45.33849906921387,-243.01213628426194,-45.33849906921387,-243.01213628426194,-138.33849906921387,-150.01213628426194,-138.33849906921387,-149.34041672945023,-45.122643887996674,-242.34041672945023,-45.122643887996674,-242.34041672945023,-138.12264388799667,-149.34041672945023,-138.12264388799667,-149.16643458604813,-46.02417455986142,-242.16643458604813,-46.02417455986142,-242.16643458604813,-139.02417455986142,-149.16643458604813,-139.02417455986142,-150.08121015876532,-45.38516414165497,-243.08121015876532,-45.38516414165497,-243.08121015876532,-138.38516414165497,-150.08121015876532,-138.38516414165497
5,-149.3857662677765,-50.98353552818298,-238.3857662677765,-50.98353552818298,-238.3857662677765,-139.98353552818298,-149.3857662677765,-139.98353552818298,-150.00642777932808,-51.35483777523041,-239.00642777932808,-51.35483777523041,-239.00642777932808,-140.3548377752304,-150.00642777932808,-140.3548377752304,-149.34368979930878,-51.13705110549927,-238.34368979930878,-51.13705110549927,-238.34368979930878,-140.13705110549927,-149.34368979930878,-140.13705110549927,-149.16441255807877,-52.01447454094887,-238.16441255807877,-52.01447454094887,-238.16441255807877,-141.01447454094887,-149.16441255807877,-141.01447454094887,-150.06987115740776,-51.421754002571106,-239.06987115740776,-51.421754002571106,-239.06987115740776,-140.4217540025711,-150.06987115740776,-140.4217540025711
5,-147.37931019067764,-43.956592202186584,-244.37931019067764,-43.956592202186584,-244.37931019067764,-140.95659220218658,-147.37931019067764,-140.95659220218658,-148.00655777798966,-44.396411657333374,-245.00655777798966,-44.396411657333374,-245.00655777798966,-141.39641165733337,-148.00655777798966,-141.39641165733337,-147.42997109889984,-44.05858701467514,-244.42997109889984,-44.05858701467514,-244.42997109889984,-141.05858701467514,-147.42997109889984,-141.05858701467514,-147.05513751506805,-45.05404948070645,-244.05513751506805,-45.05404948070645,-244.05513751506805,-142.05404948070645,-147.05513751506805,-142.05404948070645,-148.0845121741295,-44.426450073719025,-245.0845121741295,-44.426450073719025,-245.0845121741295,-141.42645007371902,-148.0845121741295,-141.42645007371902
5,-151.46053290367126,-41.03418731689453,-238.46053290367126,-41.03418731689453,-238.46053290367126,-128.03418731689453,-151.46053290367126,-128.03418731689453,-151.9799504391849,-41.41143661737442,-238.9799504391849,-41.41143661737442,-238.9799504391849,-128.41143661737442,-151.9799504391849,-128.41143661737442,-151.39751201868057,-41.201241195201874,-238.39751201868057,-41.201241195201874,-238.39751201868057,-128.20124119520187,-151.39751201868057,-128.20124119520187,-151.2351211309433,-41.97265190817416,-238.2351211309433,-41.97265190817416,-238.2351211309433,-128.97265190817416,-151.2351211309433,-128.97265190817416,-152.01165267638862,-41.45653074979782,-239.01165267638862,-41.45653074979782,-239.01165267638862,-128.45653074979782,-152.01165267638862,-128.45653074979782
5,-150.49981707334518,-41.056359469890594,-239.49981707334518,-41.056359469890594,-239.49981707334518,-130.0563594698906,-150.49981707334518,-130.0563594698906,-150.97903475910425,-41.46106696128845,-239.97903475910425,-41.46106696128845,-239.97903475910425,-130.46106696128845,-150.97903475910425,-130.46106696128845,-150.4701828956604,-41.20349234342575,-239.4701828956604,-41.20349234342575,-239.4701828956604,-130.20349234342575,-150.4701828956604,-130.20349234342575,-150.22651433944702,-41.94360401108861,-239.22651433944702,-41.94360401108861,-239.22651433944702,-130.9436040110886,-150.22651433944702,-130.9436040110886,-151.03087909892201,-41.485354244709015,-240.03087909892201,-41.485354244709015,-240.03087909892201,-130.48535424470901,-151.03087909892201,-130.48535424470901
5,-150.47156274318695,-44.0505605340004,-240.47156274318695,-44.0505605340004,-240.47156274318695,-134.0505605340004,-150.47156274318695,-134.0505605340004,-150.97632317245007,-44.45111787319183,-240.97632317245007,-44.45111787319183,-240.97632317245007,-134.45111787319183,-150.97632317245007,-134.45111787319183,-150.46675431728363,-44.19437754154205,-240.46675431728363,-44.19437754154205,-240.46675431728363,-134.19437754154205,-150.46675431728363,-134.19437754154205,-150.21297681331635,-44.96940619684756,-240.21297681331635,-44.96940619684756,-240.21297681331635,-134.96940619684756,-150.21297681331635,-134.96940619684756,-151.03100573457778,-44.46201312541962,-241.03100573457778,-44.46201312541962,-241.03100573457778,-134.46201312541962,-151.03100573457778,-134.46201312541962
5,-150.50038021802902,-42.04661166667938,-240.50038021802902,-42.04661166667938,-240.50038021802902,-132.04661166667938,-150.50038021802902,-132.04661166667938,-150.98495321627706,-42.45526486635208,-240.98495321627706,-42.45526486635208,-240.98495321627706,-132.45526486635208,-150.98495321627706,-132.45526486635208,-150.4428475499153,-42.22583222389221,-240.4428475499153,-42.22583222389221,-240.4428475499153,-132.2258322238922,-150.4428475499153,-132.2258322238922,-150.2458200454712,-42.97962215542793,-240.2458200454712,-42.97962215542793,-240.2458200454712,-132.97962215542793,-150.2458200454712,-132.97962215542793,-151.0353986620903,-42.49048888683319,-241.0353986620903,-42.49048888683319,-241.0353986620903,-132.4904888868332,-151.0353986620903,-132.4904888868332
5,-151.4770765900612,-46.04981827735901,-240.4770765900612,-46.04981827735901,-240.4770765900612,-135.049818277359,-151.4770765900612,-135.049818277359,-151.97357880324125,-46.462216675281525,-240.97357880324125,-46.462216675281525,-240.97357880324125,-135.46221667528152,-151.97357880324125,-135.46221667528152,-151.47475135326385,-46.191881000995636,-240.47475135326385,-46.191881000995636,-240.47475135326385,-135.19188100099564,-151.47475135326385,-135.19188100099564,-151.21378672122955,-46.97877320833504,-240.21378672122955,-46.97877320833504,-240.21378672122955,-135.97877320833504,-151.21378672122955,-135.97877320833504,-152.0359677746892,-46.466767728328705,-241.0359677746892,-46.466767728328705,-241.0359677746892,-135.4667677283287,-152.0359677746892,-135.4667677283287
5,-151.4683985710144,-46.06512087583542,-240.4683985710144,-46.06512087583542,-240.4683985710144,-135.06512087583542,-151.4683985710144,-135.06512087583542,-151.98449329007417,-46.430544793605804,-240.98449329007417,-46.430544793605804,-240.98449329007417,-135.4305447936058,-151.98449329007417,-135.4305447936058,-151.4363904595375,-46.21714651584625,-240.4363904595375,-46.21714651584625,-240.4363904595375,-135.21714651584625,-151.4363904595375,-135.21714651584625,-151.2463795542717,-46.97592971101403,-240.2463795542717,-46.97592971101403,-240.2463795542717,-135.97592971101403,-151.2463795542717,-135.97592971101403,-152.05175920203328,-46.45368868112564,-241.05175920203328,-46.45368868112564,-241.05175920203328,-135.45368868112564,-152.05175920203328,-135.45368868112564
5,-153.48392540216446,-45.039435625076294,-242.48392540216446,-45.039435625076294,-242.48392540216446,-134.0394356250763,-153.48392540216446,-134.0394356250763,-153.99787319940515,-45.430837631225586,-242.99787319940515,-45.430837631225586,-242.99787319940515,-134.4308376312256,-153.99787319940515,-134.4308376312256,-153.41939401626587,-45.19475477933884,-242.41939401626587,-45.19475477933884,-242.41939401626587,-134.19475477933884,-153.41939401626587,-134.19475477933884,-153.24151587486267,-46.027785163372755,-242.24151587486267,-46.027785163372755,-242.24151587486267,-135.02778516337276,-153.24151587486267,-135.02778516337276,-154.0533551350236,-45.47086673974991,-243.0533551350236,-45.47086673974991,-243.0533551350236,-134.4708667397499,-154.0533551350236,-134.4708667397499
5,-151.47136276960373,-47.05656856298447,-238.47136276960373,-47.05656856298447,-238.47136276960373,-134.05656856298447,-151.47136276960373,-134.05656856298447,-151.96086370572448,-47.456187188625336,-238.96086370572448,-47.456187188625336,-238.96086370572448,-134.45618718862534,-151.96086370572448,-134.45618718862534,-151.47024655342102,-47.17960071563721,-238.47024655342102,-47.17960071563721,-238.47024655342102,-134.1796007156372,-151.47024655342102,-134.1796007156372,-151.19556564092636,-47.935890167951584,-238.19556564092636,-47.935890167951584,-238.19556564092636,-134.93589016795158,-151.19556564092636,-134.93589016795158,-152.00041964740376,-47.460179924964905,-239.00041964740376,-47.460179924964905,-239.00041964740376,-134.4601799249649,-152.00041964740376,-134.4601799249649
5,-162.5087901353836,-43.96740448474884,-251.5087901353836,-43.96740448474884,-251.5087901353836,-132.96740448474884,-162.5087901353836,-132.96740448474884,-163.00190630427096,-44.45427882671356,-252.00190630427096,-44.45427882671356,-252.00190630427096,-133.45427882671356,-163.00190630427096,-133.45427882671356,-162.44021320343018,-44.13137024641037,-251.44021320343018,-44.13137024641037,-251.44021320343018,-133.13137024641037,-162.44021320343018,-133.13137024641037,-162.15815645456314,-45.01372754853219,-251.15815645456314,-45.01372754853219,-251.15815645456314,-134.0137275485322,-162.15815645456314,-134.0137275485322,-163.0697738006711,-44.49327355623245,-252.0697738006711,-44.49327355623245,-252.0697738006711,-133.49327355623245,-163.0697738006711,-133.49327355623245
5,-172.51887995004654,-42.00816988945007,-259.51887995004654,-42.00816988945007,-259.51887995004654,-129.00816988945007,-172.51887995004654,-129.00816988945007,-172.99471640773118,-42.5067181289196,-259.9947164077312,-42.5067181289196,-259.9947164077312,-129.5067181289196,-172.99471640773118,-129.5067181289196,-172.52797570824623,-42.189540445804596,-259.52797570824623,-42.189540445804596,-259.52797570824623,-129.1895404458046,-172.52797570824623,-129.1895404458046,-172.21040415763855,-43.01071636937559,-259.21040415763855,-43.01071636937559,-259.21040415763855,-130.0107163693756,-172.21040415763855,-130.0107163693756,-173.08254215866327,-42.53071457147598,-260.0825421586633,-42.53071457147598,-260.0825421586633,-129.53071457147598,-173.08254215866327,-129.53071457147598
